id,id_original
1387368576739420000,1387368576739422210
1387368573069360000,1387368573069369344
1387368567809740000,1387368567809748995
1387368565007780000,1387368565007781896
1387368561560230000,1387368561560231940
1387368556329800000,1387368556329803781
1387368555470110000,1387368555470114817
1387368551913300000,1387368551913304067
1387368551363880000,1387368551363883013
1387368551040920000,1387368551040921601
1387368548322910000,1387368548322918402
1387368548104760000,1387368548104769539
1387368547026880000,1387368547026886656
1387368540718730000,1387368540718735360
1387368538604630000,1387368538604638211
1387368536549510000,1387368536549511175
1387368534943150000,1387368534943150084
1387368531310700000,1387368531310702593
1387368529851290000,1387368529851297794
1387368524339760000,1387368524339769344
1387368523685520000,1387368523685527558
1387368517054390000,1387368517054390279
1387368512692310000,1387368512692310023
1387368499987680000,1387368499987685380
1387368499870370000,1387368499870375936
1387368499635310000,1387368499635318792
1387368498633000000,1387368498633003012
1387368498473700000,1387368498473705472
1387368498213510000,1387368498213519360
1387368498071060000,1387368498071064580
1387368497542530000,1387368497542537216
1387368497517230000,1387368497517236234
1387368497206860000,1387368497206861825
1387368497169280000,1387368497169289216
1387368497160740000,1387368497160749058
1387368497139690000,1387368497139699716
1387368497118800000,1387368497118806020
1387368496309300000,1387368496309309443
1387368496263160000,1387368496263168000
1387368496170950000,1387368496170950659
1387368494237460000,1387368494237462528
1387368491871830000,1387368491871838211
1387368491011890000,1387368491011895296
1387368484699520000,1387368484699525121
1387368480236780000,1387368480236781568
1387368471802080000,1387368471802089480
1387368471315490000,1387368471315496965
1387368467872070000,1387368467872075777
1387368466932430000,1387368466932436993
1387368466156600000,1387368466156605441
1387368461383320000,1387368461383323653
1387368457029630000,1387368457029636098
1387368450096450000,1387368450096451589
1387368447156300000,1387368447156305924
1387368446825000000,1387368446825009152
1387368441800050000,1387368441800052740
1387368441502480000,1387368441502486534
1387368441372360000,1387368441372360705
1387368437903590000,1387368437903593476
1387368432736270000,1387368432736276480
1387368428361730000,1387368428361732098
1387368428068080000,1387368428068085762
1387368427619110000,1387368427619110915
1387368427262700000,1387368427262709761
1387368421096970000,1387368421096976387
1387368420660970000,1387368420660977667
1387368417347480000,1387368417347489793
1387368409692880000,1387368409692884993
1387368400771500000,1387368400771506176
1387368397684540000,1387368397684543490
1387368392462680000,1387368392462684162
1387368392391270000,1387368392391278594
1387368390814320000,1387368390814322690
1387368389438590000,1387368389438590976
1387368381184040000,1387368381184049153
1387368379971890000,1387368379971895299
1387368367426650000,1387368367426654209
1387368363320500000,1387368363320504322
1387368363186340000,1387368363186348032
1387368362313800000,1387368362313801729
1387368359377860000,1387368359377862660
1387368358446710000,1387368358446714884
1387368348313430000,1387368348313432067
1387368344651580000,1387368344651587585
1387368340067340000,1387368340067340289
1387368335742880000,1387368335742889993
1387368327631310000,1387368327631314944
1387368327337570000,1387368327337578499
1387368326419130000,1387368326419132416
1387368320819550000,1387368320819556353
1387368319519320000,1387368319519322112
1387368317699160000,1387368317699166208
1387368307096000000,1387368307096002561
1387368304210110000,1387368304210112514
1387368303312700000,1387368303312703488
1387368302406780000,1387368302406782978
1387368299143510000,1387368299143512069
1387368296421410000,1387368296421412875
1387368292369800000,1387368292369805317
1387368289282650000,1387368289282658307
1387368282869560000,1387368282869563393
1387368273474330000,1387368273474330626
1387368260102990000,1387368260102991873
1387368254834880000,1387368254834884614
1387368248337910000,1387368248337911808
1387368246492510000,1387368246492516354
1387368240826010000,1387368240826011648
1387368225692790000,1387368225692798981
1387368218180840000,1387368218180849667
1387368213588100000,1387368213588103170
1387368208009660000,1387368208009662464
1387368204708630000,1387368204708634627
1387368199478560000,1387368199478562817
1387368199042310000,1387368199042310146
1387368195980330000,1387368195980337154
1387368192713140000,1387368192713142275
1387368192658620000,1387368192658624513
1387368191601430000,1387368191601438727
1387368188325740000,1387368188325744651
1387368186505530000,1387368186505539586
1387368186195020000,1387368186195025922
1387368182139200000,1387368182139207686
1387368176866920000,1387368176866926592
1387368174790840000,1387368174790844419
1387368174744650000,1387368174744653827
1387368170110000000,1387368170110005253
1387368169468130000,1387368169468137482
1387368168876770000,1387368168876773381
1387368167228460000,1387368167228465155
1387368166083470000,1387368166083473408
1387368160861380000,1387368160861384704
1387368158797900000,1387368158797905920
1387368153198560000,1387368153198563331
1387368150149180000,1387368150149189632
1387368150019230000,1387368150019231744
1387368142666550000,1387368142666551301
1387368136249240000,1387368136249249798
1387368135750210000,1387368135750213641
1387368133028050000,1387368133028057088
1387368120650760000,1387368120650768385
1387368111037240000,1387368111037247496
1387368109015650000,1387368109015658499
1387368099654110000,1387368099654115336
1387368093291320000,1387368093291327491
1387368080787990000,1387368080787996677
1387368068897130000,1387368068897132548
1387368061125200000,1387368061125201920
1387368060558840000,1387368060558843906
1387368060554720000,1387368060554727424
1387368059204160000,1387368059204161541
1387368046675690000,1387368046675697666
1387368041818770000,1387368041818771459
1387368040212300000,1387368040212303873
1387368033811800000,1387368033811800066
1387368033094620000,1387368033094623232
1387368027910510000,1387368027910516736
1387368023460300000,1387368023460302848
1387368016577540000,1387368016577540099
1387368015050590000,1387368015050592258
1387368014249660000,1387368014249660416
1387368010298580000,1387368010298580994
1387368009254060000,1387368009254068232
1387368006880300000,1387368006880309248
1387368006179640000,1387368006179643398
1387368005307350000,1387368005307351042
1387368000832080000,1387368000832081920
1387367999150050000,1387367999150051332
1387367996285500000,1387367996285505537
1387367994037250000,1387367994037256196
1387367992946720000,1387367992946724866
1387367992795720000,1387367992795729921
1387367991336120000,1387367991336124417
1387367976848980000,1387367976848986116
1387367975787940000,1387367975787941893
1387367974475020000,1387367974475022341
1387367970226200000,1387367970226200577
1387367968946920000,1387367968946929666
1387367967814550000,1387367967814557699
1387367967617340000,1387367967617343492
1387367967365550000,1387367967365550088
1387367964341460000,1387367964341465089
1387367963423120000,1387367963423121413
1387367959278940000,1387367959278940163
1387367952580850000,1387367952580857859
1387367950039100000,1387367950039101449
1387367947224680000,1387367947224682504
1387367943445560000,1387367943445561351
1387367943399510000,1387367943399514119
1387367943307070000,1387367943307075584
1387367936742940000,1387367936742944771
1387367919911270000,1387367919911276544
1387367914177650000,1387367914177654787
1387367913175140000,1387367913175142401
1387367912705590000,1387367912705597440
1387367894619620000,1387367894619627524
1387367892144970000,1387367892144975872
1387367884150680000,1387367884150689792
1387367880120060000,1387367880120061953
1387367875975990000,1387367875975991300
1387367872943550000,1387367872943558658
1387367854522130000,1387367854522130435
1387367844892050000,1387367844892053516
1387367844468250000,1387367844468252674
1387367841851180000,1387367841851183104
1387367838202040000,1387367838202044419
1387367832657300000,1387367832657309698
1387367828949400000,1387367828949409793
1387367814340610000,1387367814340612096
1387367813216530000,1387367813216538627
1387367811375370000,1387367811375374341
1387367810578450000,1387367810578452480
1387367810519620000,1387367810519625730
1387367810234470000,1387367810234470404
1387367807986420000,1387367807986421765
1387367800046590000,1387367800046596099
1387367798037310000,1387367798037311492
1387367789116140000,1387367789116149762
1387367782979800000,1387367782979801088
1387367782715720000,1387367782715727873
1387367776831020000,1387367776831029249
1387367773936830000,1387367773936836610
1387367771659550000,1387367771659554820
1387367770598290000,1387367770598297607
1387367769839210000,1387367769839218690
1387367769792940000,1387367769792942086
1387367753217150000,1387367753217150979
1387367752860670000,1387367752860672002
1387367752441150000,1387367752441151488
1387367750042100000,1387367750042103810
1387367741309470000,1387367741309472771
1387367726490910000,1387367726490914821
1387367723420710000,1387367723420717061
1387367716957320000,1387367716957327363
1387367715959090000,1387367715959099397
1387367709667690000,1387367709667692546
1387367708468170000,1387367708468170756
1387367699005720000,1387367699005726722
1387367697248390000,1387367697248399362
1387367696493330000,1387367696493330439
1387367695570640000,1387367695570640903
1387367692160530000,1387367692160536578
1387367684904470000,1387367684904472585
1387367682425570000,1387367682425573380
1387367671180580000,1387367671180582914
1387367666952850000,1387367666952851465
1387367666067940000,1387367666067943428
1387367662066420000,1387367662066421761
1387367648967670000,1387367648967671811
1387367648346860000,1387367648346869762
1387367644412760000,1387367644412760066
1387367634589550000,1387367634589556742
1387367632924410000,1387367632924413955
1387367629057230000,1387367629057236992
1387367613190190000,1387367613190197251
1387367603983760000,1387367603983761408
1387367601211270000,1387367601211277315
1387367601127490000,1387367601127493637
1387367595108610000,1387367595108614144
1387367590629190000,1387367590629191682
1387367583062660000,1387367583062663171
1387367577597480000,1387367577597489158
1387367577547050000,1387367577547051008
1387367565903550000,1387367565903556608
1387367560904070000,1387367560904073223
1387367557989070000,1387367557989076993
1387367556860750000,1387367556860755970
1387367552205070000,1387367552205078531
1387367547066930000,1387367547066933249
1387367542218390000,1387367542218399754
1387367539722910000,1387367539722919938
1387367535654400000,1387367535654408194
1387367529815890000,1387367529815891972
1387367522907790000,1387367522907791364
1387367519313400000,1387367519313403904
1387367512204090000,1387367512204095488
1387367510081630000,1387367510081638400
1387367508047450000,1387367508047454213
1387367507678300000,1387367507678302209
1387367507107860000,1387367507107860482
1387367499717550000,1387367499717558278
1387367494554370000,1387367494554370048
1387367485297540000,1387367485297545224
1387367483519250000,1387367483519250432
1387367479731570000,1387367479731572737
1387367477009470000,1387367477009473538
1387367476179070000,1387367476179075074
1387367475587670000,1387367475587674112
1387367472798440000,1387367472798441481
1387367472370650000,1387367472370655232
1387367459733260000,1387367459733262341
1387367452208760000,1387367452208766979
1387367445468480000,1387367445468487688
1387367445350940000,1387367445350948864
1387367439365700000,1387367439365705728
1387367430050090000,1387367430050091012
1387367425612650000,1387367425612656642
1387367418549300000,1387367418549309446
1387367415135310000,1387367415135313925
1387367404670520000,1387367404670529536
1387367402829230000,1387367402829238272
1387367401164080000,1387367401164087298
1387367393622640000,1387367393622642692
1387367386861340000,1387367386861342722
1387367382117580000,1387367382117589006
1387367380884590000,1387367380884590594
1387367372974010000,1387367372974018564
1387367371011150000,1387367371011153924
1387367370407040000,1387367370407047168
1387367370239340000,1387367370239348736
1387367363851340000,1387367363851341828
1387367362714810000,1387367362714816515
1387367353902670000,1387367353902673921
1387367351763470000,1387367351763472385
1387367351444800000,1387367351444807684
1387367349901210000,1387367349901213697
1387367348688940000,1387367348688941058
1387367340795370000,1387367340795379712
1387367338807330000,1387367338807332869
1387367338413000000,1387367338413002755
1387367332096340000,1387367332096348160
1387367327088380000,1387367327088381953
1387367322755770000,1387367322755772416
1387367320415120000,1387367320415129603
1387367319580540000,1387367319580540932
1387367309895890000,1387367309895897088
1387367308650230000,1387367308650233857
1387367305416430000,1387367305416433666
1387367303830920000,1387367303830929408
1387367302413300000,1387367302413303814
1387367295706590000,1387367295706599426
1387367294246930000,1387367294246932487
1387367288085430000,1387367288085434368
1387367287712190000,1387367287712194569
1387367287410200000,1387367287410204676
1387367283765430000,1387367283765432321
1387367279638220000,1387367279638220802
1387367276823940000,1387367276823945218
1387367276098110000,1387367276098113536
1387367268993030000,1387367268993036288
1387367265369210000,1387367265369219075
1387367261569270000,1387367261569273858
1387367261548190000,1387367261548199939
1387367261191770000,1387367261191774209
1387367259677480000,1387367259677487106
1387367254463960000,1387367254463967234
1387367252140470000,1387367252140470274
1387367250248680000,1387367250248683530
1387367248038430000,1387367248038436867
1387367247740640000,1387367247740645377
1387367246188530000,1387367246188539909
1387367240496930000,1387367240496939014
1387367239440110000,1387367239440117761
1387367238152320000,1387367238152327170
1387367238123100000,1387367238123102217
1387367238009820000,1387367238009827333
1387367237556840000,1387367237556842497
1387367235086420000,1387367235086426115
1387367231714170000,1387367231714177024
1387367230954990000,1387367230954999809
1387367214014140000,1387367214014140418
1387367211447190000,1387367211447193603
1387367209098510000,1387367209098518530
1387367198969180000,1387367198969188354
1387367198092560000,1387367198092562432
1387367196221910000,1387367196221915138
1387367196083500000,1387367196083507205
1387367193973820000,1387367193973829636
1387367191058810000,1387367191058817028
1387367187480920000,1387367187480924160
1387367183915770000,1387367183915773956
1387367182338760000,1387367182338768899
1387367177645430000,1387367177645436929
1387367175929960000,1387367175929962498
1387367173702640000,1387367173702643712
1387367168765960000,1387367168765960195
1387367167360970000,1387367167360970757
1387367150298410000,1387367150298419200
1387367149820320000,1387367149820329990
1387367147375100000,1387367147375108096
1387367144359390000,1387367144359399425
1387367143369540000,1387367143369543683
1387367141209380000,1387367141209382919
1387367141066770000,1387367141066772481
1387367133353580000,1387367133353586689
1387367129373020000,1387367129373020160
1387367128810930000,1387367128810938372
1387367126101640000,1387367126101643269
1387367122850950000,1387367122850955267
1387367109592710000,1387367109592719361
1387367108355310000,1387367108355313666
1387367106669270000,1387367106669277187
1387367099908060000,1387367099908063236
1387367096116380000,1387367096116387843
1387367095256550000,1387367095256551430
1387367087220260000,1387367087220264963
1387367083168520000,1387367083168526337
1387367077334240000,1387367077334245381
1387367073546780000,1387367073546784777
1387367072460570000,1387367072460574720
1387367069398840000,1387367069398847489
1387367061047870000,1387367061047873536
1387367060888550000,1387367060888559620
1387367060729070000,1387367060729073672
1387367059143760000,1387367059143761926
1387367058816610000,1387367058816618499
1387367052986310000,1387367052986314757
1387367043666690000,1387367043666698244
1387367039627450000,1387367039627452417
1387367038310480000,1387367038310486016
1387367034359480000,1387367034359488515
1387367033311040000,1387367033311043589
1387367032300170000,1387367032300179458
1387367020585440000,1387367020585443330
1387367010162640000,1387367010162647044
1387367007281060000,1387367007281061892
1387367006953890000,1387367006953897985
1387367005695750000,1387367005695750156
1387367002998820000,1387367002998820865
1387367002621210000,1387367002621218818
1387366998691150000,1387366998691155972
1387366997936190000,1387366997936197632
1387366992009600000,1387366992009601027
1387366990155630000,1387366990155632642
1387366981129530000,1387366981129539586
1387366980139850000,1387366980139851779
1387366974456580000,1387366974456582149
1387366963115080000,1387366963115081730
1387366946040050000,1387366946040057862
1387366934778450000,1387366934778454018
1387366923684360000,1387366923684368386
1387366920953920000,1387366920953925635
1387366916793110000,1387366916793114629
1387366916625370000,1387366916625375232
1387366912967970000,1387366912967970817
1387366910027830000,1387366910027837447
1387366909042160000,1387366909042167811
1387366903019150000,1387366903019151365
1387366896744500000,1387366896744509443
1387366893883780000,1387366893883781121
1387366893800110000,1387366893800116230
1387366875865120000,1387366875865120769
1387366867690470000,1387366867690471425
1387366864095890000,1387366864095899648
1387366862485430000,1387366862485434369
1387366857317950000,1387366857317957634
1387366852150670000,1387366852150677504
1387366845427160000,1387366845427167234
1387366843195720000,1387366843195723778
1387366841769680000,1387366841769680897
1387366830835120000,1387366830835126278
1387366830105320000,1387366830105321473
1387366822232530000,1387366822232530947
1387366808416650000,1387366808416657411
1387366807544130000,1387366807544139777
1387366796416760000,1387366796416765954
1387366792465560000,1387366792465567752
1387366786329370000,1387366786329370627
1387366774543310000,1387366774543314944
1387366771699720000,1387366771699720192
1387366771640860000,1387366771640864779
1387366763109740000,1387366763109748742
1387366758437190000,1387366758437191680
1387366756767830000,1387366756767830016
1387366756105290000,1387366756105297923
1387366755010540000,1387366755010547716
1387366753622270000,1387366753622274049
1387366752619840000,1387366752619843588
1387366751579610000,1387366751579615232
1387366746626000000,1387366746626002944
1387366745674030000,1387366745674031105
1387366738866720000,1387366738866720768
1387366738833010000,1387366738833018889
1387366737343960000,1387366737343967239
1387366736492700000,1387366736492703746
1387366730159290000,1387366730159296518
1387366724933190000,1387366724933193732
1387366720512290000,1387366720512299009
1387366717559560000,1387366717559562248
1387366715130990000,1387366715130998785
1387366711020630000,1387366711020634116
1387366704649540000,1387366704649547785
1387366702619360000,1387366702619365377
1387366695010930000,1387366695010930690
1387366692360260000,1387366692360269825
1387366685917590000,1387366685917597698
1387366681794660000,1387366681794662406
1387366679139600000,1387366679139602432
1387366674639290000,1387366674639294465
1387366666896430000,1387366666896433152
1387366658935820000,1387366658935828480
1387366658684170000,1387366658684170243
1387366652820420000,1387366652820422661
1387366650538820000,1387366650538827781
1387366648756060000,1387366648756068352
1387366646864560000,1387366646864564227
1387366644981420000,1387366644981420032
1387366644138350000,1387366644138356745
1387366641596560000,1387366641596567552
1387366641307030000,1387366641307033602
1387366635867150000,1387366635867152387
1387366629084910000,1387366629084913665
1387366623896470000,1387366623896473605
1387366622508240000,1387366622508240899
1387366622453710000,1387366622453710851
1387366620947880000,1387366620947881986
1387366616640490000,1387366616640495616
